Spatial_frequency,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20
1.78E+01,3.08E-17,,,,,,,,,,,,,,,,,,,
1.78E+01,1.10E-17,,,,,,,,,,,,,,,,,,,
1.78E+01,6.50E-17,,,,,,,,,,,,,,,,,,,
1.78E+01,4.95E-17,,,,,,,,,,,,,,,,,,,
1.78E+01,2.24E-17,,,,,,,,,,,,,,,,,,,
1.78E+01,7.86E-17,,,,,,,,,,,,,,,,,,,
1.79E+01,7.91E-17,,,,,,,,,,,,,,,,,,,
1.79E+01,4.31E-17,,,,,,,,,,,,,,,,,,,
1.79E+01,5.89E-17,,,,,,,,,,,,,,,,,,,
1.79E+01,3.04E-17,,,,,,,,,,,,,,,,,,,
1.79E+01,3.28E-17,,,,,,,,,,,,,,,,,,,
1.79E+01,2.27E-17,,,,,,,,,,,,,,,,,,,
1.79E+01,3.12E-17,,,,,,,,,,,,,,,,,,,
1.80E+01,4.76E-17,,,,,,,,,,,,,,,,,,,
1.80E+01,5.86E-18,,,,,,,,,,,,,,,,,,,
1.80E+01,2.28E-17,,,,,,,,,,,,,,,,,,,
1.80E+01,3.07E-17,,,,,,,,,,,,,,,,,,,
1.80E+01,4.73E-17,,,,,,,,,,,,,,,,,,,
1.80E+01,4.05E-17,,,,,,,,,,,,,,,,,,,
1.80E+01,5.55E-17,,,,,,,,,,,,,,,,,,,
1.81E+01,1.22E-17,,,,,,,,,,,,,,,,,,,
1.81E+01,3.12E-17,,,,,,,,,,,,,,,,,,,
1.81E+01,3.99E-17,,,,,,,,,,,,,,,,,,,
1.81E+01,8.06E-17,,,,,,,,,,,,,,,,,,,
1.81E+01,4.78E-17,,,,,,,,,,,,,,,,,,,
1.81E+01,1.07E-17,,,,,,,,,,,,,,,,,,,
1.81E+01,3.26E-17,,,,,,,,,,,,,,,,,,,
1.82E+01,8.38E-17,,,,,,,,,,,,,,,,,,,
1.82E+01,8.56E-17,,,,,,,,,,,,,,,,,,,
1.82E+01,3.35E-17,,,,,,,,,,,,,,,,,,,
1.82E+01,7.38E-17,,,,,,,,,,,,,,,,,,,
1.82E+01,6.97E-17,,,,,,,,,,,,,,,,,,,
1.82E+01,3.41E-17,,,,,,,,,,,,,,,,,,,
1.82E+01,7.78E-17,,,,,,,,,,,,,,,,,,,
1.83E+01,5.96E-17,,,,,,,,,,,,,,,,,,,
1.83E+01,3.60E-17,,,,,,,,,,,,,,,,,,,
1.83E+01,5.82E-17,,,,,,,,,,,,,,,,,,,
1.83E+01,5.33E-17,,,,,,,,,,,,,,,,,,,
1.83E+01,7.02E-17,,,,,,,,,,,,,,,,,,,
1.83E+01,8.76E-17,,,,,,,,,,,,,,,,,,,
1.83E+01,1.08E-17,,,,,,,,,,,,,,,,,,,
1.84E+01,6.24E-17,,,,,,,,,,,,,,,,,,,
1.84E+01,8.96E-17,,,,,,,,,,,,,,,,,,,
1.84E+01,3.95E-17,,,,,,,,,,,,,,,,,,,
1.84E+01,1.09E-16,,,,,,,,,,,,,,,,,,,
1.84E+01,6.56E-17,,,,,,,,,,,,,,,,,,,
1.84E+01,3.30E-17,,,,,,,,,,,,,,,,,,,
1.84E+01,4.11E-17,,,,,,,,,,,,,,,,,,,
1.85E+01,6.14E-17,,,,,,,,,,,,,,,,,,,
1.85E+01,6.22E-18,,,,,,,,,,,,,,,,,,,
1.85E+01,6.08E-17,,,,,,,,,,,,,,,,,,,
1.85E+01,7.19E-18,,,,,,,,,,,,,,,,,,,
1.85E+01,1.38E-17,,,,,,,,,,,,,,,,,,,
1.85E+01,1.19E-16,,,,,,,,,,,,,,,,,,,
1.85E+01,3.21E-17,,,,,,,,,,,,,,,,,,,
1.86E+01,6.39E-17,,,,,,,,,,,,,,,,,,,
1.86E+01,1.16E-16,,,,,,,,,,,,,,,,,,,
1.86E+01,4.18E-17,,,,,,,,,,,,,,,,,,,
1.86E+01,2.58E-17,,,,,,,,,,,,,,,,,,,
1.86E+01,1.99E-17,,,,,,,,,,,,,,,,,,,
1.86E+01,4.39E-17,,,,,,,,,,,,,,,,,,,
1.86E+01,1.28E-16,,,,,,,,,,,,,,,,,,,
1.87E+01,6.54E-17,,,,,,,,,,,,,,,,,,,
1.87E+01,7.51E-17,,,,,,,,,,,,,,,,,,,
1.87E+01,9.14E-17,,,,,,,,,,,,,,,,,,,
1.87E+01,5.58E-17,,,,,,,,,,,,,,,,,,,
1.87E+01,8.48E-17,,,,,,,,,,,,,,,,,,,
1.87E+01,1.91E-16,,,,,,,,,,,,,,,,,,,
1.87E+01,9.13E-17,,,,,,,,,,,,,,,,,,,
1.88E+01,1.46E-17,,,,,,,,,,,,,,,,,,,
1.88E+01,7.96E-17,,,,,,,,,,,,,,,,,,,
1.88E+01,9.93E-17,,,,,,,,,,,,,,,,,,,
1.88E+01,9.09E-17,,,,,,,,,,,,,,,,,,,
1.88E+01,8.66E-17,,,,,,,,,,,,,,,,,,,
1.88E+01,2.51E-16,,,,,,,,,,,,,,,,,,,
1.88E+01,1.01E-16,,,,,,,,,,,,,,,,,,,
1.89E+01,0.00E+00,,,,,,,,,,,,,,,,,,,
1.89E+01,8.27E-17,,,,,,,,,,,,,,,,,,,
1.89E+01,2.70E-16,,,,,,,,,,,,,,,,,,,
1.89E+01,9.72E-17,,,,,,,,,,,,,,,,,,,
1.89E+01,9.66E-17,,,,,,,,,,,,,,,,,,,
1.89E+01,8.46E-17,,,,,,,,,,,,,,,,,,,
1.89E+01,1.05E-16,,,,,,,,,,,,,,,,,,,
1.90E+01,1.45E-17,,,,,,,,,,,,,,,,,,,
1.90E+01,9.34E-17,,,,,,,,,,,,,,,,,,,
1.90E+01,1.76E-16,,,,,,,,,,,,,,,,,,,
1.90E+01,4.53E-17,,,,,,,,,,,,,,,,,,,
1.90E+01,4.24E-17,,,,,,,,,,,,,,,,,,,
1.90E+01,9.28E-17,,,,,,,,,,,,,,,,,,,
1.90E+01,1.09E-16,,,,,,,,,,,,,,,,,,,
1.91E+01,1.18E-16,,,,,,,,,,,,,,,,,,,
1.91E+01,8.63E-17,,,,,,,,,,,,,,,,,,,
1.91E+01,4.42E-17,,,,,,,,,,,,,,,,,,,
1.91E+01,2.02E-17,,,,,,,,,,,,,,,,,,,
1.91E+01,2.53E-17,,,,,,,,,,,,,,,,,,,
1.91E+01,5.03E-17,,,,,,,,,,,,,,,,,,,
1.91E+01,1.45E-16,,,,,,,,,,,,,,,,,,,
1.92E+01,3.95E-17,,,,,,,,,,,,,,,,,,,
1.92E+01,6.06E-17,,,,,,,,,,,,,,,,,,,
1.92E+01,9.61E-17,,,,,,,,,,,,,,,,,,,
1.92E+01,1.35E-17,,,,,,,,,,,,,,,,,,,
1.92E+01,7.23E-18,,,,,,,,,,,,,,,,,,,
1.92E+01,8.70E-17,,,,,,,,,,,,,,,,,,,
1.92E+01,6.09E-18,,,,,,,,,,,,,,,,,,,
1.93E+01,4.05E-17,,,,,,,,,,,,,,,,,,,
1.93E+01,5.24E-17,,,,,,,,,,,,,,,,,,,
1.93E+01,5.88E-17,,,,,,,,,,,,,,,,,,,
1.93E+01,6.43E-17,,,,,,,,,,,,,,,,,,,
1.93E+01,7.88E-17,,,,,,,,,,,,,,,,,,,
1.93E+01,3.80E-17,,,,,,,,,,,,,,,,,,,
1.93E+01,7.62E-17,,,,,,,,,,,,,,,,,,,
1.94E+01,7.06E-17,,,,,,,,,,,,,,,,,,,
1.94E+01,5.17E-17,,,,,,,,,,,,,,,,,,,
1.94E+01,8.98E-18,,,,,,,,,,,,,,,,,,,
1.94E+01,3.26E-17,,,,,,,,,,,,,,,,,,,
1.94E+01,1.60E-17,,,,,,,,,,,,,,,,,,,
1.94E+01,4.58E-17,,,,,,,,,,,,,,,,,,,
1.94E+01,5.61E-17,,,,,,,,,,,,,,,,,,,
1.95E+01,4.52E-17,,,,,,,,,,,,,,,,,,,
1.95E+01,7.22E-17,,,,,,,,,,,,,,,,,,,
1.95E+01,7.42E-17,,,,,,,,,,,,,,,,,,,
1.95E+01,3.84E-17,,,,,,,,,,,,,,,,,,,
1.95E+01,5.65E-17,,,,,,,,,,,,,,,,,,,
1.95E+01,1.38E-17,,,,,,,,,,,,,,,,,,,
1.95E+01,4.42E-17,,,,,,,,,,,,,,,,,,,
1.96E+01,5.44E-17,,,,,,,,,,,,,,,,,,,
1.96E+01,1.75E-17,,,,,,,,,,,,,,,,,,,
1.96E+01,1.90E-17,,,,,,,,,,,,,,,,,,,
1.96E+01,3.96E-17,,,,,,,,,,,,,,,,,,,
1.96E+01,4.23E-17,,,,,,,,,,,,,,,,,,,
1.96E+01,1.78E-17,,,,,,,,,,,,,,,,,,,
1.96E+01,3.51E-17,,,,,,,,,,,,,,,,,,,
1.97E+01,3.75E-17,,,,,,,,,,,,,,,,,,,
1.97E+01,8.09E-18,,,,,,,,,,,,,,,,,,,
1.97E+01,8.07E-18,,,,,,,,,,,,,,,,,,,
1.97E+01,2.95E-17,,,,,,,,,,,,,,,,,,,
1.97E+01,1.87E-17,,,,,,,,,,,,,,,,,,,
1.97E+01,8.49E-18,,,,,,,,,,,,,,,,,,,
1.97E+01,4.87E-17,,,,,,,,,,,,,,,,,,,
1.98E+01,3.44E-17,,,,,,,,,,,,,,,,,,,
1.98E+01,1.65E-17,,,,,,,,,,,,,,,,,,,
1.98E+01,6.18E-17,,,,,,,,,,,,,,,,,,,
1.98E+01,1.10E-17,,,,,,,,,,,,,,,,,,,
1.98E+01,3.61E-17,,,,,,,,,,,,,,,,,,,
1.98E+01,1.12E-17,,,,,,,,,,,,,,,,,,,
1.98E+01,4.37E-17,,,,,,,,,,,,,,,,,,,
1.99E+01,1.78E-17,,,,,,,,,,,,,,,,,,,
1.99E+01,2.45E-17,,,,,,,,,,,,,,,,,,,
1.99E+01,3.44E-17,,,,,,,,,,,,,,,,,,,
1.99E+01,9.00E-17,,,,,,,,,,,,,,,,,,,
1.99E+01,5.25E-17,,,,,,,,,,,,,,,,,,,
1.99E+01,4.12E-17,,,,,,,,,,,,,,,,,,,
1.99E+01,3.16E-17,,,,,,,,,,,,,,,,,,,
2.00E+01,3.34E-17,,,,,,,,,,,,,,,,,,,
2.00E+01,2.40E-17,,,,,,,,,,,,,,,,,,,
2.00E+01,2.15E-17,,,,,,,,,,,,,,,,,,,
2.00E+01,1.23E-17,,,,,,,,,,,,,,,,,,,
2.00E+01,2.42E-17,,,,,,,,,,,,,,,,,,,
2.00E+01,2.22E-17,,,,,,,,,,,,,,,,,,,
2.00E+01,3.57E-17,,,,,,,,,,,,,,,,,,,
2.01E+01,8.67E-17,,,,,,,,,,,,,,,,,,,
2.01E+01,3.27E-17,,,,,,,,,,,,,,,,,,,
2.01E+01,1.26E-17,,,,,,,,,,,,,,,,,,,
2.01E+01,4.76E-17,,,,,,,,,,,,,,,,,,,
2.01E+01,3.91E-17,,,,,,,,,,,,,,,,,,,
2.01E+01,3.16E-17,,,,,,,,,,,,,,,,,,,
2.01E+01,5.75E-17,,,,,,,,,,,,,,,,,,,
2.02E+01,1.68E-17,,,,,,,,,,,,,,,,,,,
2.02E+01,3.01E-17,,,,,,,,,,,,,,,,,,,
2.02E+01,3.38E-17,,,,,,,,,,,,,,,,,,,
2.02E+01,5.71E-17,,,,,,,,,,,,,,,,,,,
2.02E+01,5.47E-17,,,,,,,,,,,,,,,,,,,
2.02E+01,6.26E-17,,,,,,,,,,,,,,,,,,,
2.02E+01,8.50E-17,,,,,,,,,,,,,,,,,,,
2.03E+01,4.91E-17,,,,,,,,,,,,,,,,,,,
2.03E+01,4.19E-17,,,,,,,,,,,,,,,,,,,
2.03E+01,5.26E-17,,,,,,,,,,,,,,,,,,,
2.03E+01,6.77E-17,,,,,,,,,,,,,,,,,,,
2.03E+01,4.20E-17,,,,,,,,,,,,,,,,,,,
2.03E+01,3.42E-17,,,,,,,,,,,,,,,,,,,
2.03E+01,7.04E-17,,,,,,,,,,,,,,,,,,,
2.04E+01,6.46E-17,,,,,,,,,,,,,,,,,,,
2.04E+01,8.95E-17,,,,,,,,,,,,,,,,,,,
2.04E+01,8.08E-17,,,,,,,,,,,,,,,,,,,
2.04E+01,5.59E-17,,,,,,,,,,,,,,,,,,,
2.04E+01,4.46E-17,,,,,,,,,,,,,,,,,,,
2.04E+01,3.10E-17,,,,,,,,,,,,,,,,,,,
2.04E+01,3.01E-17,,,,,,,,,,,,,,,,,,,
2.05E+01,4.35E-17,,,,,,,,,,,,,,,,,,,
2.05E+01,5.53E-17,,,,,,,,,,,,,,,,,,,
2.05E+01,8.60E-17,,,,,,,,,,,,,,,,,,,
2.05E+01,7.83E-17,,,,,,,,,,,,,,,,,,,
2.05E+01,4.50E-17,,,,,,,,,,,,,,,,,,,
2.05E+01,6.75E-17,,,,,,,,,,,,,,,,,,,
2.05E+01,4.72E-17,,,,,,,,,,,,,,,,,,,
2.06E+01,9.83E-17,,,,,,,,,,,,,,,,,,,
2.06E+01,7.27E-17,,,,,,,,,,,,,,,,,,,
2.06E+01,1.89E-17,,,,,,,,,,,,,,,,,,,
2.06E+01,5.49E-17,,,,,,,,,,,,,,,,,,,
2.06E+01,4.59E-17,,,,,,,,,,,,,,,,,,,
2.06E+01,8.14E-17,,,,,,,,,,,,,,,,,,,
2.06E+01,6.06E-17,,,,,,,,,,,,,,,,,,,
2.07E+01,3.91E-17,,,,,,,,,,,,,,,,,,,
2.07E+01,5.22E-17,,,,,,,,,,,,,,,,,,,
2.07E+01,7.25E-17,,,,,,,,,,,,,,,,,,,
2.07E+01,2.65E-17,,,,,,,,,,,,,,,,,,,
2.07E+01,7.84E-17,,,,,,,,,,,,,,,,,,,
2.07E+01,4.41E-17,,,,,,,,,,,,,,,,,,,
2.07E+01,5.54E-17,,,,,,,,,,,,,,,,,,,
2.08E+01,3.33E-17,,,,,,,,,,,,,,,,,,,
2.08E+01,2.63E-17,,,,,,,,,,,,,,,,,,,
2.08E+01,4.27E-17,,,,,,,,,,,,,,,,,,,
2.08E+01,5.33E-17,,,,,,,,,,,,,,,,,,,
2.08E+01,7.19E-17,,,,,,,,,,,,,,,,,,,
2.08E+01,7.68E-17,,,,,,,,,,,,,,,,,,,
2.08E+01,5.15E-17,,,,,,,,,,,,,,,,,,,
2.09E+01,5.22E-17,,,,,,,,,,,,,,,,,,,
2.09E+01,6.43E-17,,,,,,,,,,,,,,,,,,,
2.09E+01,1.53E-17,,,,,,,,,,,,,,,,,,,
2.09E+01,3.13E-17,,,,,,,,,,,,,,,,,,,
2.09E+01,3.42E-17,,,,,,,,,,,,,,,,,,,
2.09E+01,4.57E-17,,,,,,,,,,,,,,,,,,,
2.09E+01,8.54E-17,,,,,,,,,,,,,,,,,,,
2.10E+01,1.14E-17,,,,,,,,,,,,,,,,,,,
2.10E+01,2.70E-17,,,,,,,,,,,,,,,,,,,
2.10E+01,5.75E-17,,,,,,,,,,,,,,,,,,,
2.10E+01,2.14E-17,,,,,,,,,,,,,,,,,,,
2.10E+01,6.58E-17,,,,,,,,,,,,,,,,,,,
2.10E+01,6.35E-17,,,,,,,,,,,,,,,,,,,
2.10E+01,9.70E-17,,,,,,,,,,,,,,,,,,,
2.11E+01,1.03E-16,,,,,,,,,,,,,,,,,,,
2.11E+01,9.05E-17,,,,,,,,,,,,,,,,,,,
2.11E+01,1.68E-17,,,,,,,,,,,,,,,,,,,
2.11E+01,4.45E-17,,,,,,,,,,,,,,,,,,,
2.11E+01,6.72E-17,,,,,,,,,,,,,,,,,,,
2.11E+01,2.67E-17,,,,,,,,,,,,,,,,,,,
2.11E+01,4.89E-17,,,,,,,,,,,,,,,,,,,
2.12E+01,1.27E-17,,,,,,,,,,,,,,,,,,,
2.12E+01,7.62E-17,,,,,,,,,,,,,,,,,,,
2.12E+01,4.59E-17,,,,,,,,,,,,,,,,,,,
2.12E+01,4.03E-17,,,,,,,,,,,,,,,,,,,
2.12E+01,2.19E-17,,,,,,,,,,,,,,,,,,,
2.12E+01,4.77E-17,,,,,,,,,,,,,,,,,,,
2.12E+01,1.12E-17,,,,,,,,,,,,,,,,,,,
2.13E+01,1.03E-16,,,,,,,,,,,,,,,,,,,
2.13E+01,3.00E-17,,,,,,,,,,,,,,,,,,,
2.13E+01,5.08E-17,,,,,,,,,,,,,,,,,,,
2.13E+01,3.43E-17,,,,,,,,,,,,,,,,,,,
2.13E+01,6.70E-17,,,,,,,,,,,,,,,,,,,
2.13E+01,4.70E-17,,,,,,,,,,,,,,,,,,,
2.13E+01,1.85E-17,,,,,,,,,,,,,,,,,,,
2.14E+01,7.72E-17,,,,,,,,,,,,,,,,,,,
2.14E+01,6.37E-17,,,,,,,,,,,,,,,,,,,
2.14E+01,7.05E-17,,,,,,,,,,,,,,,,,,,
2.14E+01,2.41E-17,,,,,,,,,,,,,,,,,,,
2.14E+01,4.26E-17,,,,,,,,,,,,,,,,,,,
2.14E+01,5.14E-17,,,,,,,,,,,,,,,,,,,
2.14E+01,1.97E-17,,,,,,,,,,,,,,,,,,,
2.15E+01,2.32E-17,,,,,,,,,,,,,,,,,,,
2.15E+01,1.66E-17,,,,,,,,,,,,,,,,,,,
2.15E+01,2.42E-17,,,,,,,,,,,,,,,,,,,
2.15E+01,5.08E-17,,,,,,,,,,,,,,,,,,,
2.15E+01,5.09E-17,,,,,,,,,,,,,,,,,,,
2.15E+01,4.26E-17,,,,,,,,,,,,,,,,,,,
2.15E+01,3.66E-17,,,,,,,,,,,,,,,,,,,
2.16E+01,1.67E-17,,,,,,,,,,,,,,,,,,,
2.16E+01,7.57E-17,,,,,,,,,,,,,,,,,,,
2.16E+01,6.42E-17,,,,,,,,,,,,,,,,,,,
2.16E+01,3.45E-17,,,,,,,,,,,,,,,,,,,
2.16E+01,3.95E-17,,,,,,,,,,,,,,,,,,,
2.16E+01,3.17E-17,,,,,,,,,,,,,,,,,,,
2.16E+01,3.75E-17,,,,,,,,,,,,,,,,,,,
2.17E+01,2.12E-17,,,,,,,,,,,,,,,,,,,
2.17E+01,1.69E-17,,,,,,,,,,,,,,,,,,,
2.17E+01,5.88E-17,,,,,,,,,,,,,,,,,,,
2.17E+01,4.61E-17,,,,,,,,,,,,,,,,,,,
2.17E+01,9.16E-18,,,,,,,,,,,,,,,,,,,
2.17E+01,6.43E-17,,,,,,,,,,,,,,,,,,,
2.17E+01,6.27E-17,,,,,,,,,,,,,,,,,,,
2.18E+01,1.19E-17,,,,,,,,,,,,,,,,,,,
2.18E+01,2.89E-17,,,,,,,,,,,,,,,,,,,
2.18E+01,7.27E-17,,,,,,,,,,,,,,,,,,,
2.18E+01,3.22E-17,,,,,,,,,,,,,,,,,,,
2.18E+01,3.03E-17,,,,,,,,,,,,,,,,,,,
2.18E+01,1.51E-17,,,,,,,,,,,,,,,,,,,
2.18E+01,4.70E-17,,,,,,,,,,,,,,,,,,,
2.19E+01,2.97E-17,,,,,,,,,,,,,,,,,,,
2.19E+01,3.73E-17,,,,,,,,,,,,,,,,,,,
2.19E+01,5.12E-17,,,,,,,,,,,,,,,,,,,
2.19E+01,5.93E-17,,,,,,,,,,,,,,,,,,,
2.19E+01,7.54E-17,,,,,,,,,,,,,,,,,,,
2.19E+01,1.83E-17,,,,,,,,,,,,,,,,,,,
2.19E+01,6.34E-17,,,,,,,,,,,,,,,,,,,
2.20E+01,1.62E-17,,,,,,,,,,,,,,,,,,,
2.20E+01,2.21E-17,,,,,,,,,,,,,,,,,,,
2.20E+01,1.46E-17,,,,,,,,,,,,,,,,,,,
2.20E+01,2.29E-17,,,,,,,,,,,,,,,,,,,
2.20E+01,1.60E-17,,,,,,,,,,,,,,,,,,,
2.20E+01,2.10E-17,,,,,,,,,,,,,,,,,,,
2.20E+01,7.07E-17,,,,,,,,,,,,,,,,,,,
2.21E+01,5.02E-17,,,,,,,,,,,,,,,,,,,
2.21E+01,1.46E-17,,,,,,,,,,,,,,,,,,,
2.21E+01,8.04E-17,,,,,,,,,,,,,,,,,,,
2.21E+01,7.26E-17,,,,,,,,,,,,,,,,,,,
2.21E+01,3.29E-17,,,,,,,,,,,,,,,,,,,
2.21E+01,2.99E-17,,,,,,,,,,,,,,,,,,,
2.21E+01,1.67E-17,,,,,,,,,,,,,,,,,,,
2.22E+01,2.11E-17,,,,,,,,,,,,,,,,,,,
2.22E+01,2.98E-17,,,,,,,,,,,,,,,,,,,
2.22E+01,1.01E-17,,,,,,,,,,,,,,,,,,,
2.22E+01,9.01E-17,,,,,,,,,,,,,,,,,,,
2.22E+01,5.26E-17,,,,,,,,,,,,,,,,,,,
2.22E+01,6.00E-17,,,,,,,,,,,,,,,,,,,
2.22E+01,4.65E-17,,,,,,,,,,,,,,,,,,,
2.23E+01,1.04E-17,,,,,,,,,,,,,,,,,,,
2.23E+01,2.79E-17,,,,,,,,,,,,,,,,,,,
2.23E+01,6.31E-17,,,,,,,,,,,,,,,,,,,
2.23E+01,4.57E-17,,,,,,,,,,,,,,,,,,,
2.23E+01,2.39E-17,,,,,,,,,,,,,,,,,,,
2.23E+01,8.90E-18,,,,,,,,,,,,,,,,,,,
2.23E+01,2.85E-17,,,,,,,,,,,,,,,,,,,
2.24E+01,6.12E-17,,,,,,,,,,,,,,,,,,,
2.24E+01,2.45E-17,,,,,,,,,,,,,,,,,,,
2.24E+01,1.03E-16,,,,,,,,,,,,,,,,,,,
2.24E+01,3.90E-17,,,,,,,,,,,,,,,,,,,
2.24E+01,4.45E-17,,,,,,,,,,,,,,,,,,,
2.24E+01,2.14E-17,,,,,,,,,,,,,,,,,,,
2.24E+01,2.66E-17,,,,,,,,,,,,,,,,,,,
2.25E+01,4.28E-17,,,,,,,,,,,,,,,,,,,
2.25E+01,2.30E-17,,,,,,,,,,,,,,,,,,,
2.25E+01,3.56E-17,,,,,,,,,,,,,,,,,,,
2.25E+01,2.62E-17,,,,,,,,,,,,,,,,,,,
2.25E+01,4.60E-17,,,,,,,,,,,,,,,,,,,
2.25E+01,5.75E-18,,,,,,,,,,,,,,,,,,,
2.25E+01,6.14E-17,,,,,,,,,,,,,,,,,,,
2.26E+01,5.63E-17,,,,,,,,,,,,,,,,,,,
2.26E+01,9.76E-18,,,,,,,,,,,,,,,,,,,
2.26E+01,3.08E-17,,,,,,,,,,,,,,,,,,,
2.26E+01,3.51E-17,,,,,,,,,,,,,,,,,,,
2.26E+01,5.68E-17,,,,,,,,,,,,,,,,,,,
2.26E+01,2.03E-17,,,,,,,,,,,,,,,,,,,
2.26E+01,3.70E-17,,,,,,,,,,,,,,,,,,,
2.27E+01,5.17E-17,,,,,,,,,,,,,,,,,,,
2.27E+01,4.44E-17,,,,,,,,,,,,,,,,,,,
2.27E+01,4.10E-17,,,,,,,,,,,,,,,,,,,
2.27E+01,5.29E-17,,,,,,,,,,,,,,,,,,,
2.27E+01,3.02E-17,,,,,,,,,,,,,,,,,,,
2.27E+01,1.06E-17,,,,,,,,,,,,,,,,,,,
2.27E+01,4.29E-17,,,,,,,,,,,,,,,,,,,
2.28E+01,4.22E-17,,,,,,,,,,,,,,,,,,,
2.28E+01,4.59E-17,,,,,,,,,,,,,,,,,,,
2.28E+01,3.45E-17,,,,,,,,,,,,,,,,,,,
2.28E+01,8.54E-17,,,,,,,,,,,,,,,,,,,
2.28E+01,6.22E-17,,,,,,,,,,,,,,,,,,,
2.28E+01,1.34E-17,,,,,,,,,,,,,,,,,,,
2.28E+01,4.78E-17,,,,,,,,,,,,,,,,,,,
2.29E+01,3.16E-17,,,,,,,,,,,,,,,,,,,
2.29E+01,5.73E-17,,,,,,,,,,,,,,,,,,,
2.29E+01,2.81E-17,,,,,,,,,,,,,,,,,,,
2.29E+01,2.64E-17,,,,,,,,,,,,,,,,,,,
2.29E+01,2.60E-17,,,,,,,,,,,,,,,,,,,
2.29E+01,2.74E-17,,,,,,,,,,,,,,,,,,,
2.29E+01,4.51E-17,,,,,,,,,,,,,,,,,,,
2.30E+01,1.92E-17,,,,,,,,,,,,,,,,,,,
2.30E+01,5.69E-17,,,,,,,,,,,,,,,,,,,
2.30E+01,4.13E-17,,,,,,,,,,,,,,,,,,,
2.30E+01,3.59E-17,,,,,,,,,,,,,,,,,,,
2.30E+01,5.74E-17,,,,,,,,,,,,,,,,,,,
2.30E+01,8.89E-17,,,,,,,,,,,,,,,,,,,
2.30E+01,2.37E-17,,,,,,,,,,,,,,,,,,,
2.31E+01,5.87E-17,,,,,,,,,,,,,,,,,,,
2.31E+01,2.56E-17,,,,,,,,,,,,,,,,,,,
2.31E+01,1.26E-16,,,,,,,,,,,,,,,,,,,
2.31E+01,4.50E-17,,,,,,,,,,,,,,,,,,,
2.31E+01,2.67E-17,,,,,,,,,,,,,,,,,,,
2.31E+01,2.09E-17,,,,,,,,,,,,,,,,,,,
2.31E+01,6.88E-17,,,,,,,,,,,,,,,,,,,
2.32E+01,5.05E-17,,,,,,,,,,,,,,,,,,,
2.32E+01,3.15E-17,,,,,,,,,,,,,,,,,,,
2.32E+01,5.75E-17,,,,,,,,,,,,,,,,,,,
2.32E+01,8.28E-17,,,,,,,,,,,,,,,,,,,
2.32E+01,1.95E-17,,,,,,,,,,,,,,,,,,,
2.32E+01,6.18E-17,,,,,,,,,,,,,,,,,,,
2.32E+01,1.69E-17,,,,,,,,,,,,,,,,,,,
2.33E+01,3.20E-17,,,,,,,,,,,,,,,,,,,
2.33E+01,2.12E-17,,,,,,,,,,,,,,,,,,,
2.33E+01,5.12E-17,,,,,,,,,,,,,,,,,,,
2.33E+01,3.14E-17,,,,,,,,,,,,,,,,,,,
2.33E+01,3.11E-17,,,,,,,,,,,,,,,,,,,
2.33E+01,3.83E-17,,,,,,,,,,,,,,,,,,,
2.33E+01,3.55E-17,,,,,,,,,,,,,,,,,,,
2.34E+01,4.48E-17,,,,,,,,,,,,,,,,,,,
2.34E+01,4.36E-17,,,,,,,,,,,,,,,,,,,
2.34E+01,5.80E-17,,,,,,,,,,,,,,,,,,,
2.34E+01,7.11E-17,,,,,,,,,,,,,,,,,,,
2.34E+01,4.62E-17,,,,,,,,,,,,,,,,,,,
2.34E+01,3.74E-17,,,,,,,,,,,,,,,,,,,
2.34E+01,7.41E-17,,,,,,,,,,,,,,,,,,,
2.35E+01,7.78E-17,,,,,,,,,,,,,,,,,,,
2.35E+01,2.59E-17,,,,,,,,,,,,,,,,,,,
2.35E+01,5.88E-17,,,,,,,,,,,,,,,,,,,
2.35E+01,5.01E-17,,,,,,,,,,,,,,,,,,,
2.35E+01,3.80E-17,,,,,,,,,,,,,,,,,,,
2.35E+01,4.24E-17,,,,,,,,,,,,,,,,,,,
2.35E+01,7.46E-17,,,,,,,,,,,,,,,,,,,
2.36E+01,3.64E-17,,,,,,,,,,,,,,,,,,,
2.36E+01,7.30E-17,,,,,,,,,,,,,,,,,,,
2.36E+01,4.68E-17,,,,,,,,,,,,,,,,,,,
2.36E+01,9.30E-17,,,,,,,,,,,,,,,,,,,
2.36E+01,6.62E-17,,,,,,,,,,,,,,,,,,,
2.36E+01,8.04E-17,,,,,,,,,,,,,,,,,,,
2.36E+01,2.99E-17,,,,,,,,,,,,,,,,,,,
2.37E+01,6.04E-17,,,,,,,,,,,,,,,,,,,
2.37E+01,5.48E-17,,,,,,,,,,,,,,,,,,,
2.37E+01,4.17E-17,,,,,,,,,,,,,,,,,,,
2.37E+01,5.87E-17,,,,,,,,,,,,,,,,,,,
2.37E+01,1.98E-17,,,,,,,,,,,,,,,,,,,
2.37E+01,3.81E-17,,,,,,,,,,,,,,,,,,,
2.37E+01,2.73E-17,,,,,,,,,,,,,,,,,,,
2.38E+01,4.06E-17,,,,,,,,,,,,,,,,,,,
